source,target,shared_len_m,queen,rook
287,314,0.0,1,0
288,289,2400.0,1,1
288,316,1785.714,1,1
288,317,0.0,1,0
288,315,0.0,1,0
289,290,2400.0,1,1
289,317,1785.714,1,1
289,318,0.0,1,0
289,316,0.0,1,0
290,291,2400.0,1,1
290,318,1785.714,1,1
290,319,0.0,1,0
290,317,0.0,1,0
291,292,4800.0,1,1
291,319,1785.714,1,1
291,320,0.0,1,1
291,318,0.0,1,0
292,293,2400.0,1,1
292,320,1785.714,1,1
292,321,0.0,1,0
292,319,0.0,1,1
293,294,2400.0,1,1
293,321,1785.714,1,1
293,322,0.0,1,0
293,320,0.0,1,0
294,295,2400.0,1,1
294,322,1785.714,1,1
294,323,0.0,1,0
294,321,0.0,1,0
295,296,2400.0,1,1
295,323,1785.714,1,1
295,324,0.0,1,0
295,322,0.0,1,0
296,297,2400.0,1,1
296,324,1785.714,1,1
296,325,0.0,1,0
296,323,0.0,1,0
297,298,2400.0,1,1
297,325,1785.714,1,1
297,326,0.0,1,0
297,324,0.0,1,0
298,299,2400.0,1,1
298,326,1785.714,1,1
298,327,0.0,1,0
298,325,0.0,1,0
299,300,0.0,1,0
299,327,1785.714,1,1
299,328,0.0,1,0
299,326,0.0,1,0
300,301,2400.0,1,1
300,328,1785.714,1,1
300,329,0.0,1,0
300,327,0.0,1,0
301,302,0.0,1,0
301,329,1785.714,1,1
301,330,0.0,1,0
301,328,0.0,1,0
302,303,2400.0,1,1
302,330,1785.714,1,1
302,331,0.0,1,0
302,329,0.0,1,0
303,304,2400.0,1,1
303,331,1785.714,1,1
303,332,0.0,1,0
303,330,0.0,1,0
304,305,0.0,1,0
304,332,1785.714,1,1
304,333,0.0,1,0
304,331,0.0,1,0
305,306,2400.0,1,1
305,333,1785.714,1,1
305,334,0.0,1,0
305,332,0.0,1,0
306,307,0.0,1,0
306,334,1785.714,1,1
306,335,0.0,1,0
306,333,0.0,1,0
307,335,1785.714,1,1
307,334,0.0,1,0
308,309,2400.0,1,1
308,336,1785.714,1,1
308,337,0.0,1,0
309,310,2400.0,1,1
309,337,1785.714,1,1
309,338,0.0,1,0
309,336,0.0,1,0
310,311,2400.0,1,1
310,338,1785.714,1,1
310,339,0.0,1,0
310,337,0.0,1,0
311,312,2400.0,1,1
311,339,1785.714,1,1
311,340,0.0,1,0
311,338,0.0,1,0
312,313,2400.0,1,1
312,340,1785.714,1,1
312,341,0.0,1,0
312,339,0.0,1,0
313,314,4800.0,1,1
313,341,1785.714,1,1
313,342,0.0,1,1
313,340,0.0,1,0
314,315,2400.0,1,1
314,342,1785.714,1,1
314,343,0.0,1,0
314,341,0.0,1,1
315,316,2400.0,1,1
315,343,1785.714,1,1
315,344,0.0,1,0
315,342,0.0,1,0
316,317,2400.0,1,1
316,344,1785.714,1,1
316,345,0.0,1,0
316,343,0.0,1,0
317,318,2400.0,1,1
317,345,1785.714,1,1
317,346,0.0,1,0
317,344,0.0,1,0
318,319,2400.0,1,1
318,346,1785.714,1,1
318,347,0.0,1,0
318,345,0.0,1,0
319,320,4800.0,1,1
319,347,1785.714,1,1
319,348,0.0,1,1
319,346,0.0,1,0
320,321,2400.0,1,1
320,348,1785.714,1,1
320,349,0.0,1,0
320,347,0.0,1,1
321,322,2400.0,1,1
321,349,1785.714,1,1
321,350,0.0,1,0
321,348,0.0,1,0
322,323,2400.0,1,1
322,350,1785.714,1,1
322,351,0.0,1,0
322,349,0.0,1,0
323,324,2400.0,1,1
323,351,1785.714,1,1
323,352,0.0,1,0
323,350,0.0,1,0
324,325,2400.0,1,1
324,352,1785.714,1,1
324,353,0.0,1,0
324,351,0.0,1,0
325,326,2400.0,1,1
325,353,1785.714,1,1
325,354,0.0,1,0
325,352,0.0,1,0
326,327,2400.0,1,1
326,354,1785.714,1,1
326,355,0.0,1,0
326,353,0.0,1,0
327,328,0.0,1,0
327,355,1785.714,1,1
327,356,0.0,1,0
327,354,0.0,1,0
328,329,2400.0,1,1
328,356,1785.714,1,1
328,357,0.0,1,0
328,355,0.0,1,0
329,330,0.0,1,0
329,357,1785.714,1,1
329,358,0.0,1,0
329,356,0.0,1,0
330,331,2400.0,1,1
330,358,1785.714,1,1
330,359,0.0,1,0
330,357,0.0,1,0
331,332,2400.0,1,1
331,359,1785.714,1,1
331,360,0.0,1,0
331,358,0.0,1,0
332,333,0.0,1,0
332,360,1785.714,1,1
332,361,0.0,1,0
332,359,0.0,1,0
333,334,2400.0,1,1
333,361,1785.714,1,1
333,362,0.0,1,0
333,360,0.0,1,0
334,335,0.0,1,0
334,362,1785.714,1,1
334,363,0.0,1,0
334,361,0.0,1,0
335,363,1785.714,1,1
335,362,0.0,1,0
336,337,2400.0,1,1
336,364,1785.714,1,1
336,365,0.0,1,0
337,338,2400.0,1,1
337,365,1785.714,1,1
337,366,0.0,1,0
337,364,0.0,1,0
338,339,2400.0,1,1
338,366,1785.714,1,1
338,367,0.0,1,0
338,365,0.0,1,0
339,340,2400.0,1,1
339,367,1785.714,1,1
339,368,0.0,1,0
339,366,0.0,1,0
340,341,2400.0,1,1
340,368,1785.714,1,1
340,369,0.0,1,0
340,367,0.0,1,0
341,342,4800.0,1,1
341,369,1785.714,1,1
341,370,0.0,1,1
341,368,0.0,1,0
342,343,2400.0,1,1
342,370,1785.714,1,1
342,371,0.0,1,0
342,369,0.0,1,1
343,344,2400.0,1,1
343,371,1785.714,1,1
343,372,0.0,1,0
343,370,0.0,1,0
344,345,2400.0,1,1
344,372,1785.714,1,1
344,373,0.0,1,0
344,371,0.0,1,0
345,346,2400.0,1,1
345,373,1785.714,1,1
345,374,0.0,1,0
345,372,0.0,1,0
346,347,2400.0,1,1
346,374,1785.714,1,1
346,375,0.0,1,0
346,373,0.0,1,0
347,348,4800.0,1,1
347,375,1785.714,1,1
347,376,0.0,1,1
347,374,0.0,1,0
348,349,2400.0,1,1
348,376,1785.714,1,1
348,377,0.0,1,0
348,375,0.0,1,1
349,350,2400.0,1,1
349,377,1785.714,1,1
349,378,0.0,1,0
349,376,0.0,1,0
350,351,2400.0,1,1
350,378,1785.714,1,1
350,379,0.0,1,0
350,377,0.0,1,0
351,352,2400.0,1,1
351,379,1785.714,1,1
351,380,0.0,1,0
351,378,0.0,1,0
352,353,2400.0,1,1
352,380,1785.714,1,1
352,381,0.0,1,0
352,379,0.0,1,0
353,354,2400.0,1,1
353,381,1785.714,1,1
353,382,0.0,1,0
353,380,0.0,1,0
354,355,2400.0,1,1
354,382,1785.714,1,1
354,383,0.0,1,0
354,381,0.0,1,0
355,356,0.0,1,0
355,383,1785.714,1,1
355,384,0.0,1,0
355,382,0.0,1,0
356,357,2400.0,1,1
356,384,1785.714,1,1
356,385,0.0,1,0
356,383,0.0,1,0
357,358,0.0,1,0
357,385,1785.714,1,1
357,386,0.0,1,0
357,384,0.0,1,0
358,359,2400.0,1,1
358,386,1785.714,1,1
358,387,0.0,1,0
358,385,0.0,1,0
359,360,2400.0,1,1
359,387,1785.714,1,1
359,388,0.0,1,0
359,386,0.0,1,0
360,361,0.0,1,0
360,388,1785.714,1,1
360,389,0.0,1,0
360,387,0.0,1,0
361,362,2400.0,1,1
361,389,1785.714,1,1
361,390,0.0,1,0
361,388,0.0,1,0
362,363,0.0,1,0
362,390,1785.714,1,1
362,391,0.0,1,0
362,389,0.0,1,0
363,391,1785.714,1,1
363,390,0.0,1,0
364,365,2400.0,1,1
364,392,1785.714,1,1
364,393,0.0,1,0
365,366,2400.0,1,1
365,393,1785.714,1,1
365,394,0.0,1,0
365,392,0.0,1,0
366,367,2400.0,1,1
366,394,1785.714,1,1
366,395,0.0,1,0
366,393,0.0,1,0
367,368,2400.0,1,1
367,395,1785.714,1,1
367,396,0.0,1,0
367,394,0.0,1,0
368,369,2400.0,1,1
368,396,1785.714,1,1
368,397,0.0,1,0
368,395,0.0,1,0
369,370,4800.0,1,1
369,397,1785.714,1,1
369,398,0.0,1,1
369,396,0.0,1,0
370,371,2400.0,1,1
370,398,1785.714,1,1
370,399,0.0,1,0
370,397,0.0,1,1
371,372,2400.0,1,1
371,399,1785.714,1,1
371,400,0.0,1,0
371,398,0.0,1,0
372,373,2400.0,1,1
372,400,1785.714,1,1
372,401,0.0,1,0
372,399,0.0,1,0
373,374,2400.0,1,1
373,401,1785.714,1,1
373,402,0.0,1,0
373,400,0.0,1,0
374,375,2400.0,1,1
374,402,1785.714,1,1
374,403,0.0,1,0
374,401,0.0,1,0
375,376,4800.0,1,1
375,403,1785.714,1,1
375,404,0.0,1,1
375,402,0.0,1,0
376,377,2400.0,1,1
376,404,1785.714,1,1
376,405,0.0,1,0
376,403,0.0,1,1
377,378,2400.0,1,1
377,405,1785.714,1,1
377,406,0.0,1,0
377,404,0.0,1,0
378,379,2400.0,1,1
378,406,1785.714,1,1
378,407,0.0,1,0
378,405,0.0,1,0
379,380,2400.0,1,1
379,407,1785.714,1,1
379,408,0.0,1,0
379,406,0.0,1,0
380,381,2400.0,1,1
380,408,1785.714,1,1
380,409,0.0,1,0
380,407,0.0,1,0
381,382,2400.0,1,1
381,409,1785.714,1,1
381,410,0.0,1,0
381,408,0.0,1,0
382,383,2400.0,1,1
382,410,1785.714,1,1
382,411,0.0,1,0
382,409,0.0,1,0
383,384,0.0,1,0
383,411,1785.714,1,1
383,412,0.0,1,0
383,410,0.0,1,0
384,385,2400.0,1,1
384,412,1785.714,1,1
384,413,0.0,1,0
384,411,0.0,1,0
385,386,0.0,1,0
385,413,1785.714,1,1
385,414,0.0,1,0
385,412,0.0,1,0
386,387,2400.0,1,1
386,414,1785.714,1,1
386,415,0.0,1,0
386,413,0.0,1,0
387,388,2400.0,1,1
387,415,1785.714,1,1
387,416,0.0,1,0
387,414,0.0,1,0
388,389,0.0,1,0
388,416,1785.714,1,1
388,417,0.0,1,0
388,415,0.0,1,0
389,390,2400.0,1,1
389,417,1785.714,1,1
389,418,0.0,1,0
389,416,0.0,1,0
390,391,0.0,1,0
390,418,1785.714,1,1
390,419,0.0,1,0
390,417,0.0,1,0
391,419,1785.714,1,1
391,418,0.0,1,0
392,393,2400.0,1,1
393,394,2400.0,1,1
394,395,2400.0,1,1
395,396,2400.0,1,1
396,397,2400.0,1,1
397,398,4800.0,1,1
398,399,2400.0,1,1
399,400,2400.0,1,1
400,401,2400.0,1,1
401,402,2400.0,1,1
402,403,2400.0,1,1
403,404,4800.0,1,1
404,405,2400.0,1,1
405,406,2400.0,1,1
406,407,2400.0,1,1
407,408,2400.0,1,1
408,409,2400.0,1,1
409,410,2400.0,1,1
410,411,2400.0,1,1
411,412,0.0,1,0
412,413,2400.0,1,1
413,414,0.0,1,0
414,415,2400.0,1,1
415,416,2400.0,1,1
416,417,0.0,1,0
417,418,2400.0,1,1
418,419,0.0,1,0
