unit_id,row,col,area_ha,land_type,slope_deg,disturbance,erosion_risk,biodiversity,human_exposure,dist_water_m,dist_settle_m,dist_source_m,rest_cost,risk_reduction,habitat_gain,water_gain,priority_score,candidate
161,5,21,428.5714,mixed_rural_land,2.5079,0.5668,0.347,0.3765,0.7258,2472.46,1711.32,5906.07,983.9758,223.5651,195.5968,128.6046,0.556687,1
162,5,22,428.5714,mixed_rural_land,2.3877,0.5193,0.3355,0.2961,0.6751,2122.26,1987.22,7266.04,904.3597,208.3444,163.0489,140.5385,0.566071,1
163,5,23,428.5714,mixed_rural_land,2.2251,0.5115,0.34,0.2742,0.6053,1772.05,3368.53,8100.08,882.8766,201.5202,150.433,156.0175,0.575359,1
164,5,24,428.5714,mixed_rural_land,2.0018,0.246,0.3809,0.2091,0.5069,1421.84,5012.24,8228.71,673.5999,148.0156,133.9936,179.4361,0.685043,1
165,5,25,428.5714,mixed_rural_land,1.7238,0.4701,0.3241,0.344,0.4279,1071.63,6728.71,8598.76,909.8704,175.9531,162.7023,187.5774,0.57836,1
166,5,26,428.5714,mixed_rural_land,1.4227,0.3384,0.3588,0.2205,0.3566,721.43,8473.85,9202.52,811.972,149.6388,128.8152,214.5785,0.607204,1
167,5,27,428.5714,riparian_buffer,1.1453,0.2799,0.3845,0.3891,0.3856,371.22,10233.0,10008.95,715.4748,144.7131,162.5908,243.0924,0.769274,1
168,6,0,428.5714,mixed_rural_land,1.5345,0.2259,0.179,0.1031,0.1742,6120.25,12890.09,12245.69,732.5603,85.3564,80.9758,37.8401,0.278711,1
169,6,1,428.5714,mixed_rural_land,1.6955,0.093,0.1467,0.1888,0.2695,5642.31,11543.23,11469.84,551.2487,63.0464,105.759,41.719,0.381905,1
170,6,2,428.5714,mixed_rural_land,1.8648,0.366,0.2361,0.3191,0.2872,5164.38,10330.32,10874.35,754.4084,130.6172,140.2164,53.081,0.429363,1
171,6,3,428.5714,mixed_rural_land,2.0629,0.0,0.1865,0.18,0.3517,4686.44,9303.9,10484.04,499.14,58.1255,110.0176,57.5069,0.452078,1
172,6,4,428.5714,mixed_rural_land,2.2926,0.0757,0.2556,0.3464,0.3336,4211.87,8531.53,10310.46,546.4396,81.5397,150.4233,71.1912,0.554781,1
173,6,5,428.5714,mixed_rural_land,2.5342,0.2505,0.1933,0.2946,0.3226,4176.49,8086.35,10362.7,734.8648,104.947,137.86,67.0509,0.421653,1
174,6,6,428.5714,mixed_rural_land,2.7541,0.5199,0.214,0.1904,0.3102,4441.38,8023.01,10644.38,961.5219,158.9428,111.3892,63.661,0.347359,1
175,6,7,428.5714,mixed_rural_land,2.9193,0.342,0.241,0.1239,0.3633,4706.28,8350.2,11140.15,753.0247,133.2512,92.5038,60.83,0.380579,1
176,6,8,428.5714,mixed_rural_land,3.0111,0.4922,0.2503,0.2788,0.365,4971.17,8718.15,11825.24,904.1767,163.7543,124.8265,56.9761,0.382178,1
177,6,9,428.5714,mixed_rural_land,3.0338,0.3839,0.2238,0.1043,0.3586,4562.72,7033.89,12678.28,875.3181,138.3384,78.8541,62.1789,0.319166,1
178,6,10,428.5714,mixed_rural_land,3.0176,0.3623,0.2577,0.1341,0.4664,3109.62,5415.03,12796.61,798.1758,148.5042,85.2603,97.7589,0.415351,1
179,6,11,428.5714,mixed_rural_land,3.0101,0.4198,0.3399,0.2131,0.6185,1656.53,3942.97,11334.83,881.2444,184.9729,112.3248,161.2406,0.520331,1
180,6,12,428.5714,riparian_buffer,3.0547,0.4665,0.5186,0.3559,0.6872,203.43,2854.65,9950.37,879.7712,226.6576,155.1929,287.566,0.760898,1
181,6,13,428.5714,mixed_rural_land,3.1629,0.5163,0.4444,0.3578,0.6973,1207.13,2669.95,8676.31,905.4792,226.0107,165.3394,202.3671,0.655694,1
182,6,14,428.5714,mixed_rural_land,3.3045,0.4321,0.3702,0.375,0.5937,2469.82,3533.52,7549.55,877.5839,189.7483,179.0521,131.6498,0.570259,1
183,6,15,428.5714,mixed_rural_land,3.426,0.5005,0.2884,0.2396,0.4765,3732.51,4921.43,6626.08,969.1429,180.6209,155.9045,84.5365,0.434468,1
184,6,16,428.5714,mixed_rural_land,3.4793,0.5178,0.2113,0.3504,0.4202,4265.78,6506.36,5966.18,914.3407,167.5817,188.7932,66.7346,0.462748,1
185,6,17,428.5714,mixed_rural_land,3.4436,0.5494,0.1998,0.4539,0.4015,4653.16,7791.18,5632.93,926.9947,170.324,216.8009,58.9551,0.481211,1
186,6,18,428.5714,abandoned_mine,3.332,0.7186,0.2025,0.2799,0.3982,5040.53,6017.7,5663.22,1123.7719,203.0933,175.4479,52.9469,0.383964,1
187,6,19,428.5714,abandoned_mine,3.1834,0.7832,0.2327,0.2593,0.4971,5427.91,4254.46,6052.13,1100.1152,228.5567,166.4049,49.043,0.403598,1
188,6,20,428.5714,mixed_rural_land,3.04,0.5688,0.1887,0.2756,0.6022,5176.07,2523.05,6756.32,1018.659,189.6107,163.0895,50.1227,0.395444,1
189,6,21,428.5714,abandoned_mine,2.9189,0.8619,0.2008,0.3625,0.753,4825.86,1004.3,6341.56,1181.5926,260.8813,187.7453,56.1834,0.427228,1
190,6,22,428.5714,mixed_rural_land,2.8,0.5844,0.2241,0.3662,0.7264,4475.65,1424.44,5866.91,1000.6844,208.5754,193.5726,63.7651,0.465594,1
191,6,23,428.5714,mixed_rural_land,2.6425,0.4464,0.2416,0.3843,0.5573,4125.44,3070.34,5700.11,907.2097,170.0944,199.6556,71.8568,0.486775,1
192,6,24,428.5714,mixed_rural_land,2.4152,0.5223,0.2308,0.5094,0.5435,3775.24,4816.9,5855.13,919.2921,181.9208,227.459,78.4751,0.530685,1
193,6,25,428.5714,mixed_rural_land,2.1163,0.199,0.2178,0.3338,0.4609,3425.03,6584.49,6317.49,679.2739,110.5503,181.2242,85.4844,0.555386,1
194,6,26,428.5714,mixed_rural_land,1.7756,0.3265,0.2523,0.3754,0.3321,3074.82,8359.8,7039.57,779.3768,129.2763,183.868,98.1624,0.527738,1
195,6,27,428.5714,mixed_rural_land,1.4432,0.1471,0.2789,0.4283,0.2862,2724.61,10138.75,7990.53,654.6389,94.7393,187.6905,111.6305,0.601951,1
196,7,0,428.5714,mixed_rural_land,1.8719,0.0733,0.1578,0.2658,0.1706,8432.69,14502.22,10188.4,615.7196,52.4178,132.2694,19.0529,0.330898,1
197,7,1,428.5714,mixed_rural_land,2.087,0.3307,0.1219,0.4032,0.2395,7954.76,13319.39,9290.73,757.2316,102.5923,171.2,20.8901,0.389157,1
198,7,2,428.5714,mixed_rural_land,2.2929,0.1873,0.1743,0.1926,0.2486,7476.82,12283.14,8591.68,630.643,83.5815,127.0762,25.5392,0.374533,1
199,7,3,428.5714,mixed_rural_land,2.5086,0.0786,0.144,0.4241,0.2326,6998.89,11433.39,8118.07,544.8479,56.6901,185.6139,28.2202,0.496513,1
200,7,4,428.5714,mixed_rural_land,2.7421,0.3153,0.214,0.2451,0.2512,6571.14,10814.2,7913.27,821.056,114.4265,145.1872,34.6418,0.358387,1
201,7,5,428.5714,mixed_rural_land,2.9814,0.5677,0.1898,0.4094,0.2586,6551.7,10466.57,7976.36,963.8413,160.1146,183.3671,33.8773,0.391516,1
202,7,6,428.5714,mixed_rural_land,3.1968,0.2258,0.2434,0.1934,0.3016,6814.83,10417.71,8314.78,698.9385,105.9109,129.569,33.3913,0.384685,1
203,7,7,428.5714,mixed_rural_land,3.3531,0.5395,0.2427,0.3171,0.2294,6073.94,10109.12,8897.83,914.7145,160.1228,153.9613,41.233,0.388446,1
204,7,8,428.5714,abandoned_mine,3.4239,0.6807,0.2889,0.3221,0.3583,4620.84,8323.83,9701.69,1028.684,205.3122,149.0315,65.6211,0.408254,1
205,7,9,428.5714,mixed_rural_land,3.4044,0.5877,0.3364,0.1739,0.4171,3167.75,6538.77,10683.39,972.0923,199.5556,107.2541,104.3332,0.422946,1
206,7,10,428.5714,mixed_rural_land,3.3178,0.5967,0.3773,0.2433,0.5522,1714.65,4754.21,11808.75,990.3659,219.0001,116.5637,164.4786,0.504907,1
207,7,11,428.5714,mixed_rural_land,3.213,0.4882,0.4694,0.2495,0.6969,261.56,2971.03,12888.83,921.9803,224.2999,111.968,271.1041,0.658769,1
208,7,12,428.5714,mixed_rural_land,3.1467,0.5646,0.3917,0.1421,0.8297,1191.54,1195.42,11654.01,952.3942,238.7711,93.6369,193.6314,0.552334,1
209,7,13,428.5714,abandoned_mine,3.1508,0.7332,0.2874,0.3518,0.8365,2644.63,639.24,10540.87,1160.1071,256.2068,150.1412,115.238,0.449602,1
210,7,14,428.5714,mixed_rural_land,3.2076,0.4254,0.2405,0.3218,0.6554,4097.73,2401.2,9582.12,916.3507,174.3055,149.8356,72.3453,0.43268,1
211,7,15,428.5714,abandoned_mine,3.2602,0.6935,0.1808,0.2443,0.5391,5429.57,4183.36,8819.09,1127.7733,207.0786,137.4282,46.195,0.346436,1
212,7,16,428.5714,mixed_rural_land,3.2488,0.5058,0.178,0.1849,0.3842,6608.63,5967.64,8290.35,900.7963,157.1743,127.7586,32.8715,0.352804,1
213,7,17,428.5714,mixed_rural_land,3.1448,0.6027,0.185,0.2846,0.3809,6996.01,7752.58,8027.4,1024.3745,176.6253,153.5096,29.672,0.351246,1
214,7,18,428.5714,abandoned_mine,2.9659,0.6708,0.1629,0.3091,0.3296,7383.38,6768.51,7488.25,1037.6782,182.0512,164.066,25.8728,0.358483,1
215,7,19,428.5714,abandoned_mine,2.7718,0.7187,0.1451,0.4023,0.4563,7770.76,5263.12,6183.5,1109.2036,199.4784,198.7364,22.6659,0.379444,1
216,7,20,428.5714,mixed_rural_land,2.6321,0.6101,0.1559,0.351,0.5028,7529.46,3995.72,5041.64,1011.2501,184.1466,199.2319,24.6067,0.403446,1
217,7,21,428.5714,abandoned_mine,2.5747,0.6636,0.2018,0.3902,0.5301,7179.25,3257.09,4127.23,1010.3161,203.6973,219.6257,28.7154,0.447423,1
218,7,22,428.5714,mixed_rural_land,2.5585,0.5226,0.1387,0.6025,0.58,6829.04,3410.14,3522.86,936.1777,171.3023,277.6081,29.4316,0.510952,1
219,7,23,428.5714,mixed_rural_land,2.507,0.4956,0.1721,0.4711,0.5165,6478.84,4361.99,3300.19,889.3064,165.6636,249.6829,33.8755,0.505138,1
220,7,24,428.5714,mixed_rural_land,2.362,0.5594,0.1913,0.5092,0.4186,6128.63,5727.35,3505.51,969.4907,172.4573,255.8516,38.2967,0.481289,1
221,7,25,428.5714,mixed_rural_land,2.11,0.3377,0.1831,0.3906,0.3933,5778.42,7277.06,4096.69,769.7122,126.3053,220.0903,41.924,0.5045,1
222,7,26,428.5714,mixed_rural_land,1.7806,0.1699,0.2246,0.5311,0.3049,5428.21,8915.5,4999.09,620.3559,92.5907,242.1669,48.5999,0.617964,1
223,7,27,428.5714,mixed_rural_land,1.4315,0.1452,0.1526,0.293,0.3071,5079.09,10601.62,6135.1,602.7134,77.2145,173.4847,49.3561,0.497841,1
224,8,0,428.5714,mixed_rural_land,2.0272,0.2029,0.1225,0.3016,0.113,10745.14,16309.33,8261.01,652.167,67.1958,155.5152,9.4203,0.355938,1
225,8,1,428.5714,mixed_rural_land,2.2497,0.2283,0.1129,0.3296,0.128,10267.2,15267.16,7203.81,717.12,71.9397,171.5198,10.6674,0.354371,1
226,8,2,428.5714,mixed_rural_land,2.4315,0.2127,0.1839,0.4856,0.1626,9789.27,14372.04,6356.47,729.988,82.5334,216.604,13.3414,0.42806,1
227,8,3,428.5714,mixed_rural_land,2.5958,0.3284,0.1188,0.4044,0.2233,9311.33,13652.93,5778.33,794.4696,100.2802,203.5385,14.1221,0.400193,1
228,8,4,428.5714,mixed_rural_land,2.7645,0.389,0.1527,0.4378,0.1493,8952.09,13138.76,5516.16,826.1497,110.7341,214.2963,16.3252,0.413188,1
229,8,5,428.5714,mixed_rural_land,2.9425,0.4227,0.2208,0.4927,0.2036,8207.8,12854.14,5599.74,816.1489,132.0792,226.3041,21.8699,0.465912,1
230,8,6,428.5714,mixed_rural_land,3.1096,0.4759,0.2429,0.4098,0.2346,6541.11,12094.63,6019.15,940.3078,148.3187,202.2246,36.0862,0.411173,1
231,8,7,428.5714,mixed_rural_land,3.2284,0.4884,0.2744,0.2564,0.3006,4874.42,10343.81,6732.01,949.3504,161.1208,158.8083,60.1086,0.400313,1
232,8,8,428.5714,abandoned_mine,3.2608,0.6288,0.3142,0.4076,0.3565,3243.53,8607.33,7691.95,1005.9322,198.9747,185.4456,99.8467,0.481411,1
233,8,9,428.5714,abandoned_mine,3.1859,0.7824,0.3451,0.3311,0.4457,1772.78,6896.05,8831.26,1167.9099,240.8484,157.7844,156.7758,0.475558,1
234,8,10,428.5714,abandoned_mine,3.0141,0.6217,0.4152,0.2475,0.5003,319.68,5234.74,10110.27,1000.223,225.0593,128.5139,253.9186,0.607356,1
235,8,11,428.5714,abandoned_mine,2.7929,0.7404,0.3515,0.3384,0.6006,1133.41,3691.48,11492.38,1071.6035,246.9859,140.889,189.3858,0.538689,1
236,8,12,428.5714,mixed_rural_land,2.597,0.5684,0.2948,0.2185,0.6531,2586.51,2495.8,12948.27,921.1416,209.8164,104.3391,118.0727,0.469231,1
237,8,13,428.5714,mixed_rural_land,2.4914,0.5097,0.2842,0.2355,0.6354,4039.61,2282.24,12554.92,964.6311,195.3836,110.4528,77.0966,0.396973,1
238,8,14,428.5714,mixed_rural_land,2.4787,0.4791,0.1496,0.3161,0.5976,5492.7,3250.5,11728.37,919.1955,166.0723,134.1948,43.6983,0.374203,1
239,8,15,428.5714,mixed_rural_land,2.4895,0.5537,0.1509,0.2041,0.4984,6945.8,4722.34,11007.45,959.6907,172.148,112.2604,28.8957,0.326464,1
240,8,16,428.5714,mixed_rural_land,2.4356,0.513,0.2051,0.3045,0.3995,8389.32,6357.1,9333.57,966.8747,163.9528,147.6039,20.3981,0.343328,1
241,8,17,428.5714,mixed_rural_land,2.2668,0.4604,0.1451,0.4183,0.2667,9338.86,8056.21,7703.47,929.5327,133.4114,187.8737,14.4815,0.361221,1
242,8,18,428.5714,mixed_rural_land,2.0019,0.4527,0.1628,0.4541,0.2997,9726.23,8181.24,6115.97,918.6064,137.4073,211.6605,13.247,0.394418,1
243,8,19,428.5714,mixed_rural_land,1.7398,0.5081,0.0995,0.3525,0.3881,10113.61,6987.16,4609.01,955.707,146.1643,204.726,10.953,0.378613,1
244,8,20,428.5714,mixed_rural_land,1.6291,0.4522,0.1658,0.5554,0.4008,9882.85,6089.81,3225.85,869.4782,146.4255,270.5998,12.712,0.494247,1
245,8,21,428.5714,degraded_forest,1.7295,0.4462,0.0925,0.6587,0.375,9532.64,5632.82,2050.19,835.9547,132.0593,312.378,12.8131,0.54698,1
246,8,22,428.5714,degraded_forest,1.9247,0.4416,0.1334,0.6351,0.4073,9182.44,5722.68,1220.55,893.6817,140.0792,320.3933,14.9243,0.531953,1
247,8,23,428.5714,abandoned_mine,2.0604,0.6604,0.1582,0.6823,0.3932,8832.23,6336.17,900.71,983.2207,184.7901,337.0741,17.0065,0.548067,1
248,8,24,428.5714,mixed_rural_land,2.0499,0.3114,0.1553,0.5459,0.3197,8482.02,7343.19,1196.49,804.96,110.7545,299.7801,18.7297,0.533274,1
249,8,25,428.5714,mixed_rural_land,1.8784,0.1648,0.1104,0.5608,0.3455,8131.82,8606.72,2007.64,614.8497,77.9411,289.9672,19.5698,0.6302,1
250,8,26,428.5714,mixed_rural_land,1.5822,0.1768,0.1117,0.4468,0.2873,7781.61,10030.26,3172.93,652.5506,75.4675,245.7346,21.6665,0.525428,1
251,8,27,428.5714,mixed_rural_land,1.2281,0.1866,0.0962,0.5435,0.2104,7453.67,11554.84,4551.64,697.8435,68.4505,250.4489,23.3217,0.490398,1
252,9,0,428.5714,mixed_rural_land,2.0851,0.1895,0.0938,0.2678,0.1489,13057.58,18253.61,6540.3,702.3885,63.3834,163.4092,4.6884,0.329563,1
253,9,1,428.5714,mixed_rural_land,2.2592,0.3382,0.0895,0.3669,0.1233,12579.64,17328.77,5278.15,792.9174,89.2335,200.2452,5.3442,0.37182,1
254,9,2,428.5714,mixed_rural_land,2.3411,0.2832,0.1558,0.3862,0.107,12101.71,16545.56,4225.89,759.0166,87.167,217.4273,6.663,0.41008,1
255,9,3,428.5714,mixed_rural_land,2.3589,0.1658,0.0903,0.587,0.1455,10679.63,15924.9,3470.68,652.5063,57.9858,274.668,9.2062,0.523918,1
256,9,4,428.5714,mixed_rural_land,2.36,0.2093,0.1351,0.5995,0.1854,9012.94,15486.35,3119.05,674.6363,76.5224,282.4951,15.6986,0.555434,1
257,9,5,428.5714,mixed_rural_land,2.3906,0.3142,0.1204,0.5717,0.212,7346.25,14431.33,3229.08,823.3978,96.8238,274.3898,24.8118,0.480965,1
258,9,6,428.5714,mixed_rural_land,2.4638,0.5221,0.2193,0.3922,0.2183,5679.56,12751.47,3789.54,888.83,152.3033,224.4783,44.9642,0.474495,1
259,9,7,428.5714,abandoned_mine,2.5458,0.6871,0.2482,0.4222,0.2347,4012.87,11104.7,4700.5,1114.127,189.8547,220.0474,74.7451,0.435002,1
260,9,8,428.5714,abandoned_mine,2.5756,0.6219,0.3442,0.389,0.3459,2346.18,9508.22,5860.1,1040.0229,201.2244,199.024,132.9645,0.512693,1
261,9,9,428.5714,abandoned_mine,2.4991,1.0,0.3983,0.2852,0.4462,679.5,7992.22,7195.94,1306.3725,290.8517,161.13,225.5303,0.518621,1
262,9,10,428.5714,abandoned_mine,2.2964,0.6625,0.3993,0.3385,0.4357,987.19,6612.3,8645.77,1023.6765,225.0225,161.0267,206.7467,0.579085,1
263,9,11,428.5714,abandoned_mine,1.9972,0.8105,0.2654,0.2953,0.4447,2528.39,5472.38,10175.63,1179.3637,234.2335,139.3125,116.3822,0.415417,1
264,9,12,428.5714,mixed_rural_land,1.688,0.4402,0.2365,0.2397,0.4766,3981.48,4748.58,11763.38,815.5299,161.2251,115.9788,74.4546,0.431202,1
265,9,13,428.5714,abandoned_mine,1.4925,0.7529,0.2196,0.2615,0.5,5434.58,4639.89,13384.86,1094.6478,221.0131,112.2079,48.2396,0.348478,1
266,9,14,428.5714,mixed_rural_land,1.4719,0.4656,0.1303,0.1635,0.4086,6887.67,5185.15,12134.46,878.1017,144.3649,95.8597,28.6405,0.306189,1
267,9,15,428.5714,mixed_rural_land,1.5318,0.4025,0.1117,0.3391,0.3554,8340.77,6214.54,10374.02,819.2199,124.846,148.2764,18.4671,0.355936,1
268,9,16,428.5714,mixed_rural_land,1.5188,0.387,0.1234,0.4085,0.2982,9793.86,7532.11,8623.97,817.1113,118.6985,177.7045,12.3753,0.37789,1
269,9,17,428.5714,mixed_rural_land,1.3369,0.3646,0.1178,0.3305,0.3416,11246.96,7736.44,6888.94,773.3914,117.2731,174.7332,8.1133,0.388057,1
270,9,18,428.5714,mixed_rural_land,0.9729,0.4761,0.0456,0.5121,0.3095,12069.08,8106.78,5162.09,912.3663,125.2003,235.7965,5.8243,0.402055,1
271,9,19,428.5714,mixed_rural_land,0.5261,0.3397,0.0489,0.5969,0.3239,12456.46,8829.76,3473.6,729.3772,100.6073,276.9541,5.2379,0.52483,1
272,9,20,428.5714,degraded_forest,0.5101,0.3109,0.078,0.6377,0.3334,12236.25,8350.2,1834.54,715.5504,100.2441,310.8491,5.8053,0.582626,1
273,9,21,428.5714,degraded_forest,1.0048,0.3122,0.0675,0.8506,0.3028,11886.04,8023.01,310.73,691.2525,96.2891,387.4445,6.3255,0.708944,1
274,9,22,428.5714,degraded_forest,1.4715,0.5631,0.1411,0.652,0.287,11535.83,8086.35,0.0,892.9861,154.3682,346.5488,7.6925,0.56956,1
275,9,23,428.5714,degraded_forest,1.7678,0.5011,0.1569,0.6652,0.305,11185.62,8531.53,0.0,892.8165,146.331,349.652,8.668,0.565235,1
276,9,24,428.5714,degraded_forest,1.8505,0.2188,0.1022,0.8176,0.2672,10835.42,9303.9,0.0,715.7824,80.4316,385.5888,8.9443,0.66356,1
277,9,25,428.5714,degraded_forest,1.7288,0.2078,0.0944,0.7776,0.2083,10485.21,10330.32,253.36,677.0312,72.0766,371.3157,9.7842,0.669358,1
278,9,26,428.5714,mixed_rural_land,1.4515,0.2226,0.16,0.5892,0.2577,10135.0,11543.23,1769.97,683.3007,89.0229,300.4589,11.7466,0.587192,1
279,9,27,428.5714,mixed_rural_land,1.0905,0.1256,0.0813,0.4458,0.1673,9840.59,12890.09,3406.35,628.6125,50.7579,242.2546,11.5608,0.484517,1
280,10,0,428.5714,mixed_rural_land,2.1579,0.2665,0.1027,0.5373,0.1132,14632.27,20295.67,5140.05,709.0515,76.5111,241.9867,3.0248,0.453454,1
281,10,1,428.5714,mixed_rural_land,2.2593,0.0166,0.0819,0.5215,0.069,13014.08,19468.08,3641.66,537.0015,21.4003,256.9076,4.6726,0.526964,1
282,10,2,428.5714,mixed_rural_land,2.2036,0.3087,0.0912,0.4615,0.08,11395.9,18774.33,2300.65,726.1562,80.0631,262.0025,7.5111,0.481407,1
283,10,3,428.5714,mixed_rural_land,2.0043,0.0,0.0979,0.5885,0.114,9777.72,18229.71,1253.63,565.4296,24.4588,308.8591,12.0321,0.610775,1
284,10,4,428.5714,degraded_forest,1.7158,0.4426,0.1379,0.6955,0.154,8151.39,16974.81,725.92,817.2943,119.235,343.3018,20.1499,0.590591,1
285,10,5,428.5714,degraded_forest,1.4441,0.4393,0.168,0.7281,0.1318,6484.7,15365.65,898.58,887.318,121.2212,347.9074,33.6543,0.566632,1
286,10,6,428.5714,mixed_rural_land,1.3239,0.4651,0.1337,0.5455,0.2476,4818.01,13800.0,1709.05,848.4194,130.979,291.148,51.9549,0.558782,1
287,10,7,428.5714,mixed_rural_land,1.3926,0.4767,0.2568,0.4812,0.2876,3151.32,12294.48,2917.41,924.9069,155.0974,257.4911,96.5055,0.550427,1
288,10,8,428.5714,abandoned_mine,1.523,0.7209,0.2782,0.4606,0.2924,1484.63,10874.11,4344.08,1103.0919,205.8151,233.4845,158.9672,0.542354,1
289,10,9,428.5714,riparian_buffer,1.5673,0.592,0.3985,0.3901,0.3921,182.05,9576.82,5895.16,1018.119,207.5478,198.9096,260.0124,0.654609,1
290,10,10,428.5714,abandoned_mine,1.4455,0.9362,0.2525,0.3736,0.4261,1848.74,8459.46,7515.47,1278.8867,254.9579,179.016,139.3667,0.448312,1
291,10,11,428.5714,abandoned_mine,1.1477,0.8,0.2159,0.1596,0.3748,3515.43,7601.78,9185.12,1080.3695,218.8072,114.5875,83.1243,0.385534,1
292,10,12,428.5714,mixed_rural_land,0.7312,0.4856,0.1883,0.2289,0.3787,5182.12,7098.52,10874.99,838.0184,154.3684,118.9561,50.018,0.385842,1
293,10,13,428.5714,mixed_rural_land,0.3971,0.4664,0.1463,0.1188,0.3958,6829.55,7026.28,12590.19,844.9094,145.8326,82.7574,29.7048,0.305707,1
294,10,14,428.5714,mixed_rural_land,0.5728,0.5072,0.0609,0.2428,0.3666,8282.64,7022.52,11910.92,847.6439,138.3684,115.8431,17.55,0.320608,1
295,10,15,428.5714,mixed_rural_land,0.9009,0.4133,0.0988,0.3334,0.3648,9735.74,6004.2,10125.87,826.4815,125.7817,148.6363,12.1906,0.346782,1
296,10,16,428.5714,mixed_rural_land,1.0852,0.257,0.0608,0.2729,0.4301,11188.84,5400.25,8341.11,656.8211,95.5487,148.0747,7.6496,0.382559,1
297,10,17,428.5714,mixed_rural_land,1.065,0.3204,0.0801,0.379,0.4455,12641.93,5352.8,6556.87,774.9483,111.9971,189.4393,5.1843,0.395666,1
298,10,18,428.5714,mixed_rural_land,0.8752,0.2544,0.0926,0.4371,0.3513,14095.03,5875.36,4773.27,724.6086,93.0706,222.6892,3.4802,0.440569,1
299,10,19,428.5714,mixed_rural_land,0.6958,0.1806,0.0431,0.5792,0.3096,14799.31,6838.48,2989.7,609.2877,67.8461,279.5485,2.6605,0.574532,1
300,10,20,428.5714,mixed_rural_land,0.845,0.3501,0.112,0.5921,0.3391,14589.64,8086.23,1206.14,732.1732,113.3875,310.5011,3.0989,0.583178,1
301,10,21,428.5714,degraded_forest,1.2469,0.1521,0.0697,0.7451,0.2329,14239.43,9507.22,0.0,646.8154,59.7585,368.4939,3.239,0.667101,1
302,10,22,428.5714,degraded_forest,1.636,0.2399,0.1415,0.8087,0.2153,13889.22,10466.57,0.0,695.6436,85.9505,383.4845,3.9286,0.680468,1
303,10,23,428.5714,degraded_forest,1.8796,0.1411,0.0918,0.6599,0.2566,13539.02,10814.2,0.0,666.2001,62.9835,348.4036,4.075,0.62363,1
304,10,24,428.5714,degraded_forest,1.9275,0.2236,0.1431,0.8115,0.1761,13188.81,11433.39,0.0,716.884,79.6736,384.1329,4.8084,0.653683,1
305,10,25,428.5714,degraded_forest,1.7853,0.3854,0.0721,0.6906,0.1846,12838.6,12283.14,0.0,794.8155,100.9698,355.6336,4.8489,0.580578,1
306,10,26,428.5714,degraded_forest,1.4992,0.1609,0.114,0.7559,0.1696,12488.4,13319.39,1134.8,616.1715,62.6674,350.3537,5.6627,0.679492,1
307,10,27,428.5714,mixed_rural_land,1.1403,0.137,0.1405,0.5808,0.1374,12232.63,14502.22,2918.36,652.7469,59.2693,280.9423,6.2986,0.530849,1
308,11,0,428.5714,mixed_rural_land,2.2634,0.1878,0.1008,0.5724,0.1141,13617.34,22408.8,4245.17,670.4227,61.1223,261.0753,4.0321,0.486603,1
309,11,1,428.5714,degraded_forest,2.3373,0.0394,0.1431,0.6839,0.1292,11999.16,21662.09,2525.56,534.0462,40.1433,311.0247,6.755,0.67021,1
310,11,2,428.5714,degraded_forest,2.2214,0.115,0.1353,0.7806,0.1259,10380.98,21040.81,864.93,600.7774,53.2748,360.8776,10.6225,0.707042,1
311,11,3,428.5714,degraded_forest,1.9111,0.0302,0.1433,0.7386,0.166,8762.79,19644.91,0.0,521.6547,41.5498,366.9462,17.0336,0.815731,1
312,11,4,428.5714,degraded_forest,1.4301,0.431,0.126,0.7874,0.1454,7144.61,18097.08,0.0,808.1032,114.4987,378.4524,26.4701,0.642766,1
313,11,5,428.5714,degraded_forest,0.8312,0.2503,0.1108,0.6637,0.1398,5526.42,16597.09,0.0,699.9814,76.8699,349.2896,41.2186,0.667701,1
314,11,6,428.5714,degraded_forest,0.2017,0.3831,0.1824,0.7938,0.1864,3908.24,15159.16,46.22,816.6467,117.2238,379.0767,71.4788,0.695257,1
315,11,7,428.5714,abandoned_mine,0.4243,0.6585,0.2811,0.5862,0.2457,2289.77,13802.69,1651.27,1004.1894,190.2351,301.6848,126.6969,0.616036,1
316,11,8,428.5714,riparian_buffer,0.8879,0.5976,0.4003,0.5096,0.3377,623.09,12554.13,3344.71,946.4277,204.2385,258.1431,229.6115,0.731163,1
317,11,9,428.5714,abandoned_mine,1.1591,0.7856,0.3616,0.344,0.3189,1043.6,11448.82,5076.75,1115.755,233.0715,197.1545,196.2315,0.561465,1
318,11,10,428.5714,mixed_rural_land,1.2052,0.6005,0.2514,0.365,0.308,2710.29,10531.98,6825.08,927.5818,179.9296,183.5062,108.8277,0.509134,1
319,11,11,428.5714,abandoned_mine,1.0434,0.8109,0.1715,0.3104,0.3118,4376.98,9856.32,8588.57,1111.6173,208.8457,154.8656,61.7139,0.382708,1
320,11,12,428.5714,mixed_rural_land,0.7601,0.5464,0.1008,0.2085,0.2979,6043.67,8677.5,10354.96,946.3464,146.0354,117.6205,35.1014,0.315695,1
321,11,13,428.5714,mixed_rural_land,0.5843,0.4903,0.1407,0.1793,0.3297,7710.36,7019.87,12123.6,887.3213,143.9243,99.6394,22.9347,0.30034,1
322,11,14,428.5714,mixed_rural_land,0.7678,0.2269,0.1054,0.2725,0.439,9377.05,5443.87,12046.27,650.5664,97.2062,122.0397,13.6234,0.357949,1
